destination,price,start_date,end_date,travel_duration,month,airline,stops,fetched_at
"Seoul, South Korea",355.0,2026-04-17,2026-04-20,Weekend,April,Scoot and Vietjet,1,2026-02-03T15:14:54.173505
"Goa, India",257.0,2026-04-09,2026-04-13,Weekend,April,Air India and Air India Express,1,2026-02-03T15:14:54.173517
"Beijing, China",361.0,2026-04-02,2026-04-06,Weekend,April,Malaysia Airlines and Vietjet,1,2026-02-03T15:14:54.173529
"Osaka, Japan",411.0,2026-04-24,2026-04-27,Weekend,April,Peach Aviation and Scoot,0,2026-02-03T15:14:54.173538
"Shanghai, China",309.0,2026-04-11,2026-04-13,Weekend,April,Spring,0,2026-02-03T15:14:54.173548
"Bengaluru, India",201.0,2026-04-03,2026-04-05,Weekend,April,Air India and Air India Express,1,2026-02-03T15:14:54.173557
"Abu Dhabi, United Arab Emirates",520.0,2026-04-17,2026-04-19,Weekend,April,IndiGo,1,2026-02-03T15:14:54.173567
"Chennai, India",192.0,2026-04-10,2026-04-12,Weekend,April,Scoot,0,2026-02-03T15:14:54.173576
"Varanasi, India",324.0,2026-04-09,2026-04-12,Weekend,April,Air India and Air India Express,1,2026-02-03T15:14:54.173585
"Agra, India",348.0,2026-04-02,2026-04-06,Weekend,April,IndiGo and Batik Air,1,2026-02-03T15:14:54.173592
"Udaipur, India",307.0,2026-04-02,2026-04-06,Weekend,April,Air India,1,2026-02-03T15:14:54.173645
"Da Nang, Vietnam",186.0,2026-04-16,2026-04-20,Weekend,April,Vietjet,0,2026-02-03T15:14:54.173661
"Ko Samui, Thailand",330.0,2026-04-23,2026-04-26,Weekend,April,Scoot,0,2026-02-03T15:14:54.173685
"Kolkata, India",253.0,2026-04-11,2026-04-12,Weekend,April,Air India and Air India Express,1,2026-02-03T15:14:54.173694
"Taipei City, Taiwan",192.0,2026-04-09,2026-04-13,Weekend,April,Scoot,0,2026-02-03T15:14:54.173700
"Kochi, India",260.0,2026-04-02,2026-04-06,Weekend,April,Air India,1,2026-02-03T15:14:54.173706
"Kathmandu, Nepal",611.0,2026-04-10,2026-04-12,Weekend,April,Air India,1,2026-02-03T15:14:54.173711
"Manila, Philippines",233.0,2026-04-11,2026-04-13,Weekend,April,Scoot,0,2026-02-03T15:14:54.173716
"Bahrain, Bahrain",841.0,2026-04-02,2026-04-05,Weekend,April,Etihad,1,2026-02-03T15:14:54.173721
"Macao, Macao",323.0,2026-04-23,2026-04-27,Weekend,April,Thai Lion Air and Scoot,1,2026-02-03T15:14:54.173725
"Hyderabad, India",251.0,2026-04-16,2026-04-20,Weekend,April,IndiGo and AirAsia,1,2026-02-03T15:14:54.173732
"Pattaya City, Thailand",169.0,2026-04-24,2026-04-27,Weekend,April,Thai Lion Air,0,2026-02-03T15:14:54.173744
"Shimla, India",323.0,2026-04-04,2026-04-06,Weekend,April,Air India,1,2026-02-03T15:14:54.173759
"Phi Phi Islands, Thailand",166.0,2026-04-24,2026-04-27,Weekend,April,Scoot,0,2026-02-03T15:14:54.173771
"Rishikesh, India",348.0,2026-04-04,2026-04-06,Weekend,April,IndiGo and Batik Air,1,2026-02-03T15:14:54.173783
"Manali, India",323.0,2026-04-04,2026-04-06,Weekend,April,Air India,1,2026-02-03T15:14:54.173791
"Jodhpur, India",331.0,2026-04-30,2026-05-04,Weekend,April,Air India,1,2026-02-03T15:14:54.173796
"Munnar, India",260.0,2026-04-02,2026-04-06,Weekend,April,Air India,1,2026-02-03T15:14:54.173801
"Phú Quốc, Vietnam",219.0,2026-04-23,2026-04-27,Weekend,April,Vietjet,0,2026-02-03T15:14:54.173807
"Ranthambore National Park, India",281.0,2026-04-25,2026-04-27,Weekend,April,Air India and Air India Express,1,2026-02-03T15:14:54.173812
"Colombo, Sri Lanka",352.0,2026-04-24,2026-04-27,Weekend,April,AirAsia and Batik Air,1,2026-02-03T15:14:54.173817
"Puducherry, India",192.0,2026-04-10,2026-04-12,Weekend,April,Scoot,0,2026-02-03T15:14:54.173824
"Sapporo, Japan",565.0,2026-04-23,2026-04-26,Weekend,April,Scoot and T'Way Air,1,2026-02-03T15:14:54.173833
"Chengdu, China",405.0,2026-04-23,2026-04-27,Weekend,April,Cathay Pacific,1,2026-02-03T15:14:54.173838
"Xi'An, China",421.0,2026-04-03,2026-04-05,Weekend,April,Shandong and Scoot,1,2026-02-03T15:14:54.173844
"Boracay, Philippines",335.0,2026-04-23,2026-04-26,Weekend,April,Cebu Pacific,1,2026-02-03T15:14:54.173849
"Cebu City, Philippines",238.0,2026-04-10,2026-04-12,Weekend,April,Cebu Pacific and Scoot,0,2026-02-03T15:14:54.173853
"Kaziranga National Park, India",339.0,2026-04-23,2026-04-26,Weekend,April,Air India and Air India Express,1,2026-02-03T15:14:54.173859
"Guwahati, India",339.0,2026-04-23,2026-04-26,Weekend,April,Air India and Air India Express,1,2026-02-03T15:14:54.173864
"Tashkent, Uzbekistan",745.0,2026-04-24,2026-04-27,Weekend,April,AirAsia and AirAsia X,1,2026-02-03T15:14:54.173869
"Niseko, Japan",565.0,2026-04-23,2026-04-26,Weekend,April,Scoot and T'Way Air,1,2026-02-03T15:14:54.173874
"Almaty, Kazakhstan",806.0,2026-04-24,2026-04-27,Weekend,April,Thai AirAsia and Thai AirAsia X,1,2026-02-03T15:14:54.173878
"Guam, Guam",752.0,2026-04-23,2026-04-27,Weekend,April,Philippine Airlines,1,2026-02-03T15:14:54.173882
"Tehran, Iran",1419.0,2026-04-16,2026-04-19,Weekend,April,"Emirates, flydubai, and Malaysia Airlines",2,2026-02-03T15:14:54.173894
"Ras Al-Khaimah, United Arab Emirates",540.0,2026-04-04,2026-04-06,Weekend,April,IndiGo and Singapore Airlines,1,2026-02-03T15:14:54.173898
"Harbin, China",374.0,2026-04-09,2026-04-13,Weekend,April,China Southern and Shandong,1,2026-02-03T15:14:54.173903
"Ulaanbaatar, Mongolia",1336.0,2026-04-30,2026-05-04,Weekend,April,Cathay Pacific and MIAT,1,2026-02-03T15:14:54.173908
"Furano, Japan",565.0,2026-04-23,2026-04-26,Weekend,April,Scoot and T'Way Air,1,2026-02-03T15:14:54.173916
"Issyk Kul, Kyrgyzstan",806.0,2026-04-24,2026-04-27,Weekend,April,Thai AirAsia and Thai AirAsia X,1,2026-02-03T15:14:54.173922
"Asahikawa, Japan",565.0,2026-04-23,2026-04-26,Weekend,April,Scoot and T'Way Air,1,2026-02-03T15:14:54.173928
"Ürümqi, China",533.0,2026-04-09,2026-04-13,Weekend,April,Shandong,1,2026-02-03T15:14:54.173932
"Padang, Indonesia",193.0,2026-04-11,2026-04-13,Weekend,April,Scoot,0,2026-02-03T15:14:54.173939
"Gorkhi Terelj National Park, Mongolia",1336.0,2026-04-30,2026-05-04,Weekend,April,Cathay Pacific and MIAT,1,2026-02-03T15:14:54.173943
"Tokyo, Japan",362.0,2026-04-30,2026-05-08,1 Week,April,Scoot and ZIPAIR Tokyo,0,2026-02-03T15:15:00.758927
"Hanoi, Vietnam",200.0,2026-04-16,2026-04-22,1 Week,April,Scoot,0,2026-02-03T15:15:00.758946
"Kyoto, Japan",355.0,2026-04-27,2026-05-06,1 Week,April,"AirAsia, AirAsia X, and Peach Aviation",1,2026-02-03T15:15:00.758952
"Hong Kong, Hong Kong",290.0,2026-04-16,2026-04-23,1 Week,April,Scoot,0,2026-02-03T15:15:00.758957
"Hạ Long Bay, Vietnam",200.0,2026-04-09,2026-04-16,1 Week,April,Scoot,0,2026-02-03T15:15:00.758962
"Osaka, Japan",355.0,2026-04-27,2026-05-06,1 Week,April,"AirAsia, AirAsia X, and Peach Aviation",1,2026-02-03T15:15:00.758966
"Phuket, Thailand",144.0,2026-04-27,2026-05-06,1 Week,April,Scoot,0,2026-02-03T15:15:00.758970
"Bangkok, Thailand",170.0,2026-04-20,2026-04-28,1 Week,April,Scoot,0,2026-02-03T15:15:00.758974
"Seoul, South Korea",330.0,2026-04-26,2026-05-04,1 Week,April,Shandong and Scoot,1,2026-02-03T15:15:00.758979
"Ho Chi Minh City, Vietnam",152.0,2026-04-04,2026-04-11,1 Week,April,Vietjet,0,2026-02-03T15:15:00.758984
"Mumbai, India",294.0,2026-04-06,2026-04-12,1 Week,April,IndiGo,0,2026-02-03T15:15:00.758988
"New Delhi, India",342.0,2026-04-02,2026-04-08,1 Week,April,IndiGo and Batik Air,1,2026-02-03T15:15:00.758992
"Federal Territory of Kuala Lumpur, Malaysia",98.0,2026-04-06,2026-04-15,1 Week,April,AirAsia,0,2026-02-03T15:15:00.758996
"Dubai, United Arab Emirates",525.0,2026-04-04,2026-04-12,1 Week,April,IndiGo,1,2026-02-03T15:15:00.759000
"Chiang Mai, Thailand",265.0,2026-04-23,2026-05-01,1 Week,April,Scoot,0,2026-02-03T15:15:00.759004
"Jaipur, India",294.0,2026-04-02,2026-04-08,1 Week,April,Air India and Air India Express,1,2026-02-03T15:15:00.759008
"Goa, India",261.0,2026-04-09,2026-04-16,1 Week,April,Air India and Air India Express,1,2026-02-03T15:15:00.759013
"Beijing, China",318.0,2026-04-27,2026-05-03,1 Week,April,China Southern and Chongqing Airlines,1,2026-02-03T15:15:00.759017
"Hội An, Vietnam",186.0,2026-04-11,2026-04-20,1 Week,April,Vietjet,0,2026-02-03T15:15:00.759021
"Shanghai, China",273.0,2026-04-27,2026-05-05,1 Week,April,Spring,0,2026-02-03T15:15:00.759025
"Bengaluru, India",206.0,2026-04-30,2026-05-06,1 Week,April,Air India and Air India Express,1,2026-02-03T15:15:00.759029
"Abu Dhabi, United Arab Emirates",525.0,2026-04-04,2026-04-12,1 Week,April,IndiGo,1,2026-02-03T15:15:00.759033
"Taipei City, Taiwan",192.0,2026-04-09,2026-04-15,1 Week,April,Scoot,0,2026-02-03T15:15:00.759037
"Chennai, India",192.0,2026-04-30,2026-05-06,1 Week,April,Air India and Air India Express,2,2026-02-03T15:15:00.759041
"Varanasi, India",324.0,2026-04-06,2026-04-13,1 Week,April,Air India and Air India Express,1,2026-02-03T15:15:00.759045
"Agra, India",342.0,2026-04-02,2026-04-08,1 Week,April,IndiGo and Batik Air,1,2026-02-03T15:15:00.759049
"Udaipur, India",307.0,2026-04-02,2026-04-08,1 Week,April,Air India,1,2026-02-03T15:15:00.759053
"Ko Samui, Thailand",339.0,2026-04-18,2026-04-26,1 Week,April,Scoot,0,2026-02-03T15:15:00.759057
"Kolkata, India",255.0,2026-04-30,2026-05-06,1 Week,April,Air India and Air India Express,1,2026-02-03T15:15:00.759061
"Kochi, India",260.0,2026-04-09,2026-04-15,1 Week,April,Air India,1,2026-02-03T15:15:00.759065
"Kathmandu, Nepal",610.0,2026-04-09,2026-04-16,1 Week,April,Air India,1,2026-02-03T15:15:00.759068
"Manila, Philippines",230.0,2026-04-30,2026-05-07,1 Week,April,Scoot,0,2026-02-03T15:15:00.759072
"Bahrain, Bahrain",841.0,2026-04-02,2026-04-08,1 Week,April,Etihad,1,2026-02-03T15:15:00.759076
"Macao, Macao",309.0,2026-04-30,2026-05-06,1 Week,April,Thai Lion Air and Scoot,1,2026-02-03T15:15:00.759080
"Hyderabad, India",264.0,2026-04-03,2026-04-10,1 Week,April,Air India,1,2026-02-03T15:15:00.759084
"Da Nang, Vietnam",186.0,2026-04-11,2026-04-20,1 Week,April,Vietjet,0,2026-02-03T15:15:00.759088
"Shimla, India",227.0,2026-04-04,2026-04-13,1 Week,April,Air India and Air India Express,2,2026-02-03T15:15:00.759093
"Phi Phi Islands, Thailand",141.0,2026-04-19,2026-04-28,1 Week,April,Scoot,0,2026-02-03T15:15:00.759097
"Rishikesh, India",227.0,2026-04-04,2026-04-13,1 Week,April,Air India and Air India Express,2,2026-02-03T15:15:00.759101
"Manali, India",227.0,2026-04-04,2026-04-13,1 Week,April,Air India and Air India Express,2,2026-02-03T15:15:00.759104
"Jodhpur, India",316.0,2026-04-30,2026-05-07,1 Week,April,Air India,1,2026-02-03T15:15:00.759108
"Munnar, India",260.0,2026-04-09,2026-04-15,1 Week,April,Air India,1,2026-02-03T15:15:00.759113
"Phú Quốc, Vietnam",219.0,2026-04-16,2026-04-23,1 Week,April,Vietjet,0,2026-02-03T15:15:00.759117
"Ranthambore National Park, India",294.0,2026-04-02,2026-04-08,1 Week,April,Air India and Air India Express,1,2026-02-03T15:15:00.759121
"Colombo, Sri Lanka",308.0,2026-04-27,2026-05-05,1 Week,April,AirAsia,1,2026-02-03T15:15:00.759125
"Puducherry, India",192.0,2026-04-30,2026-05-06,1 Week,April,Air India and Air India Express,2,2026-02-03T15:15:00.759130
"Sapporo, Japan",541.0,2026-04-09,2026-04-16,1 Week,April,Scoot,1,2026-02-03T15:15:00.759136
"Chengdu, China",327.0,2026-04-27,2026-05-05,1 Week,April,AirAsia and AirAsia X,1,2026-02-03T15:15:00.759141
"Xi'An, China",421.0,2026-04-03,2026-04-12,1 Week,April,Shandong and Scoot,1,2026-02-03T15:15:00.759144
"Boracay, Philippines",297.0,2026-04-09,2026-04-16,1 Week,April,Cebu Pacific,1,2026-02-03T15:15:00.759148
"Cebu City, Philippines",234.0,2026-04-10,2026-04-17,1 Week,April,Cebu Pacific,0,2026-02-03T15:15:00.759152
"Kaziranga National Park, India",339.0,2026-04-02,2026-04-08,1 Week,April,Air India and Air India Express,1,2026-02-03T15:15:00.759157
"Guwahati, India",339.0,2026-04-02,2026-04-08,1 Week,April,Air India and Air India Express,1,2026-02-03T15:15:00.759161
"Tashkent, Uzbekistan",678.0,2026-04-20,2026-04-27,1 Week,April,"AirAsia, AirAsia X, and Batik Air",1,2026-02-03T15:15:00.759165
"Niseko, Japan",541.0,2026-04-09,2026-04-16,1 Week,April,Scoot,1,2026-02-03T15:15:00.759169
"Almaty, Kazakhstan",742.0,2026-04-20,2026-04-28,1 Week,April,"AirAsia, AirAsia X, Thai AirAsia, and Thai AirAsia X",1,2026-02-03T15:15:00.759173
"Guam, Guam",752.0,2026-04-23,2026-04-29,1 Week,April,Philippine Airlines,1,2026-02-03T15:15:00.759177
"Tehran, Iran",1419.0,2026-04-06,2026-04-13,1 Week,April,"Emirates, flydubai, and Malaysia Airlines",2,2026-02-03T15:15:00.759181
"Ras Al-Khaimah, United Arab Emirates",525.0,2026-04-04,2026-04-12,1 Week,April,IndiGo,1,2026-02-03T15:15:00.759185
"Harbin, China",314.0,2026-04-25,2026-05-04,1 Week,April,China Southern,1,2026-02-03T15:15:00.759190
"Ulaanbaatar, Mongolia",1336.0,2026-04-30,2026-05-09,1 Week,April,Cathay Pacific and MIAT,1,2026-02-03T15:15:00.759194
"Khiva, Uzbekistan",1269.0,2026-04-02,2026-04-08,1 Week,April,Turkish Airlines,1,2026-02-03T15:15:00.759200
"Furano, Japan",541.0,2026-04-09,2026-04-16,1 Week,April,Scoot,1,2026-02-03T15:15:00.759204
"Issyk Kul, Kyrgyzstan",742.0,2026-04-20,2026-04-28,1 Week,April,"AirAsia, AirAsia X, Thai AirAsia, and Thai AirAsia X",1,2026-02-03T15:15:00.759209
"Asahikawa, Japan",541.0,2026-04-09,2026-04-16,1 Week,April,Scoot,1,2026-02-03T15:15:00.759214
"Ürümqi, China",483.0,2026-04-12,2026-04-21,1 Week,April,Shandong,1,2026-02-03T15:15:00.759225
"Padang, Indonesia",159.0,2026-04-20,2026-04-28,1 Week,April,Scoot,0,2026-02-03T15:15:00.759230
"Gorkhi Terelj National Park, Mongolia",1336.0,2026-04-30,2026-05-09,1 Week,April,Cathay Pacific and MIAT,1,2026-02-03T15:15:00.759234
"Hong Kong, Hong Kong",281.0,2026-04-23,2026-05-07,2 Weeks,April,Scoot,0,2026-02-03T15:15:04.013997
"Hanoi, Vietnam",200.0,2026-04-09,2026-04-22,2 Weeks,April,Scoot,0,2026-02-03T15:15:04.014023
"Bangkok, Thailand",162.0,2026-04-27,2026-05-13,2 Weeks,April,Scoot,0,2026-02-03T15:15:04.014032
"Tokyo, Japan",362.0,2026-04-23,2026-05-08,2 Weeks,April,Scoot and ZIPAIR Tokyo,0,2026-02-03T15:15:04.014040
"Ho Chi Minh City, Vietnam",152.0,2026-04-04,2026-04-18,2 Weeks,April,Vietjet,0,2026-02-03T15:15:04.014048
"Mumbai, India",311.0,2026-04-18,2026-05-03,2 Weeks,April,IndiGo and SriLankan,1,2026-02-03T15:15:04.014056
"New Delhi, India",321.0,2026-04-04,2026-04-20,2 Weeks,April,"IndiGo, AirAsia, and AirAsia X",1,2026-02-03T15:15:04.014064
"Federal Territory of Kuala Lumpur, Malaysia",98.0,2026-04-06,2026-04-22,2 Weeks,April,AirAsia,0,2026-02-03T15:15:04.014072
"Dubai, United Arab Emirates",509.0,2026-04-03,2026-04-16,2 Weeks,April,IndiGo,1,2026-02-03T15:15:04.014082
"Kyoto, Japan",333.0,2026-04-23,2026-05-07,2 Weeks,April,Peach Aviation and Scoot,0,2026-02-03T15:15:04.014090
"Chiang Mai, Thailand",265.0,2026-04-20,2026-05-06,2 Weeks,April,Scoot,0,2026-02-03T15:15:04.014097
"Jaipur, India",294.0,2026-04-02,2026-04-16,2 Weeks,April,Air India and Air India Express,1,2026-02-03T15:15:04.014105
"Phuket, Thailand",144.0,2026-04-27,2026-05-13,2 Weeks,April,Scoot,0,2026-02-03T15:15:04.014113
"Seoul, South Korea",286.0,2026-04-26,2026-05-11,2 Weeks,April,Scoot,0,2026-02-03T15:15:04.014121
"Goa, India",257.0,2026-04-13,2026-04-28,2 Weeks,April,Air India and Air India Express,1,2026-02-03T15:15:04.014129
"Beijing, China",280.0,2026-04-27,2026-05-10,2 Weeks,April,China Southern,1,2026-02-03T15:15:04.014138
"Osaka, Japan",333.0,2026-04-23,2026-05-07,2 Weeks,April,Peach Aviation and Scoot,0,2026-02-03T15:15:04.014146
"Shanghai, China",290.0,2026-04-30,2026-05-16,2 Weeks,April,"Spring, AirAsia, and AirAsia X",1,2026-02-03T15:15:04.014154
"Hội An, Vietnam",186.0,2026-04-11,2026-04-24,2 Weeks,April,Vietjet,0,2026-02-03T15:15:04.014163
"Bengaluru, India",206.0,2026-04-30,2026-05-13,2 Weeks,April,Air India and Air India Express,1,2026-02-03T15:15:04.014172
"Hạ Long Bay, Vietnam",200.0,2026-04-23,2026-05-06,2 Weeks,April,Scoot,0,2026-02-03T15:15:04.014180
"Abu Dhabi, United Arab Emirates",509.0,2026-04-03,2026-04-16,2 Weeks,April,IndiGo,1,2026-02-03T15:15:04.014188
"Chennai, India",182.0,2026-04-27,2026-05-13,2 Weeks,April,Scoot,0,2026-02-03T15:15:04.014197
"Varanasi, India",324.0,2026-04-06,2026-04-19,2 Weeks,April,Air India and Air India Express,1,2026-02-03T15:15:04.014205
"Agra, India",321.0,2026-04-04,2026-04-20,2 Weeks,April,"IndiGo, AirAsia, and AirAsia X",1,2026-02-03T15:15:04.014215
"Ko Samui, Thailand",330.0,2026-04-23,2026-05-06,2 Weeks,April,Scoot,0,2026-02-03T15:15:04.014226
"Kolkata, India",255.0,2026-04-30,2026-05-13,2 Weeks,April,Air India and Air India Express,1,2026-02-03T15:15:04.014235
"Taipei City, Taiwan",192.0,2026-04-09,2026-04-22,2 Weeks,April,Scoot,0,2026-02-03T15:15:04.014244
"Kochi, India",260.0,2026-04-30,2026-05-13,2 Weeks,April,Air India,1,2026-02-03T15:15:04.014252
"Kathmandu, Nepal",611.0,2026-04-04,2026-04-18,2 Weeks,April,Air India,1,2026-02-03T15:15:04.014259
"Manila, Philippines",187.0,2026-04-27,2026-05-10,2 Weeks,April,Cebu Pacific and Scoot,0,2026-02-03T15:15:04.014267
"Bahrain, Bahrain",841.0,2026-04-02,2026-04-18,2 Weeks,April,Etihad,1,2026-02-03T15:15:04.014274
"Macao, Macao",292.0,2026-04-26,2026-05-12,2 Weeks,April,Thai Lion Air and Scoot,1,2026-02-03T15:15:04.014281
"Hyderabad, India",251.0,2026-04-04,2026-04-20,2 Weeks,April,IndiGo and AirAsia,1,2026-02-03T15:15:04.014289
"Da Nang, Vietnam",186.0,2026-04-11,2026-04-24,2 Weeks,April,Vietjet,0,2026-02-03T15:15:04.014299
"Munnar, India",260.0,2026-04-30,2026-05-13,2 Weeks,April,Air India,1,2026-02-03T15:15:04.014312
"Phú Quốc, Vietnam",175.0,2026-04-23,2026-05-06,2 Weeks,April,Vietjet,0,2026-02-03T15:15:04.014321
"Ranthambore National Park, India",294.0,2026-04-02,2026-04-16,2 Weeks,April,Air India and Air India Express,1,2026-02-03T15:15:04.014329
"Colombo, Sri Lanka",308.0,2026-04-27,2026-05-12,2 Weeks,April,AirAsia,1,2026-02-03T15:15:04.014338
"Puducherry, India",182.0,2026-04-27,2026-05-13,2 Weeks,April,Scoot,0,2026-02-03T15:15:04.014348
"Sapporo, Japan",509.0,2026-04-26,2026-05-12,2 Weeks,April,Scoot,1,2026-02-03T15:15:04.014360
"Xi'An, China",343.0,2026-04-24,2026-05-07,2 Weeks,April,China Southern,1,2026-02-03T15:15:04.014369
"Boracay, Philippines",307.0,2026-04-23,2026-05-07,2 Weeks,April,Cebu Pacific,1,2026-02-03T15:15:04.014379
"Cebu City, Philippines",220.0,2026-04-27,2026-05-13,2 Weeks,April,Cebu Pacific,1,2026-02-03T15:15:04.014389
"Kaziranga National Park, India",339.0,2026-04-02,2026-04-15,2 Weeks,April,Air India and Air India Express,1,2026-02-03T15:15:04.014399
"Guwahati, India",339.0,2026-04-02,2026-04-15,2 Weeks,April,Air India and Air India Express,1,2026-02-03T15:15:04.014407
"Niseko, Japan",509.0,2026-04-26,2026-05-12,2 Weeks,April,Scoot,1,2026-02-03T15:15:04.014418
"Almaty, Kazakhstan",771.0,2026-04-24,2026-05-07,2 Weeks,April,"AirAsia, AirAsia X, Thai AirAsia, and Thai AirAsia X",1,2026-02-03T15:15:04.014427
"Guam, Guam",752.0,2026-04-16,2026-04-29,2 Weeks,April,Philippine Airlines,1,2026-02-03T15:15:04.014435
"Tehran, Iran",1419.0,2026-04-06,2026-04-22,2 Weeks,April,"Emirates, flydubai, and Malaysia Airlines",2,2026-02-03T15:15:04.014444
"Harbin, China",314.0,2026-04-20,2026-05-04,2 Weeks,April,China Southern,1,2026-02-03T15:15:04.014453
"Ulaanbaatar, Mongolia",1291.0,2026-04-26,2026-05-11,2 Weeks,April,Cathay Pacific and MIAT,1,2026-02-03T15:15:04.014462
"Furano, Japan",509.0,2026-04-26,2026-05-12,2 Weeks,April,Scoot,1,2026-02-03T15:15:04.014476
"Issyk Kul, Kyrgyzstan",771.0,2026-04-24,2026-05-07,2 Weeks,April,"AirAsia, AirAsia X, Thai AirAsia, and Thai AirAsia X",1,2026-02-03T15:15:04.014485
"Asahikawa, Japan",509.0,2026-04-26,2026-05-12,2 Weeks,April,Scoot,1,2026-02-03T15:15:04.014495
"Gorkhi Terelj National Park, Mongolia",1291.0,2026-04-26,2026-05-11,2 Weeks,April,Cathay Pacific and MIAT,1,2026-02-03T15:15:04.014509
"Bangkok, Thailand",159.0,2026-05-07,2026-05-11,Weekend,May,Thai Lion Air,0,2026-02-03T15:15:06.627552
"Federal Territory of Kuala Lumpur, Malaysia",119.0,2026-05-08,2026-05-11,Weekend,May,Scoot,0,2026-02-03T15:15:06.627583
"Hong Kong, Hong Kong",302.0,2026-05-14,2026-05-17,Weekend,May,Singapore Airlines,0,2026-02-03T15:15:06.627590
"Hội An, Vietnam",186.0,2026-05-07,2026-05-10,Weekend,May,Vietjet,0,2026-02-03T15:15:06.627595
"Ho Chi Minh City, Vietnam",152.0,2026-05-07,2026-05-10,Weekend,May,Vietjet,0,2026-02-03T15:15:06.627599
"Hanoi, Vietnam",208.0,2026-05-07,2026-05-10,Weekend,May,Scoot and Vietjet,0,2026-02-03T15:15:06.627604
"Tokyo, Japan",370.0,2026-05-16,2026-05-18,Weekend,May,"AirAsia, AirAsia X, and Scoot",1,2026-02-03T15:15:06.627608
"Mumbai, India",206.0,2026-05-07,2026-05-10,Weekend,May,Air India and Air India Express,2,2026-02-03T15:15:06.627612
"New Delhi, India",360.0,2026-05-21,2026-05-24,Weekend,May,IndiGo and SriLankan,1,2026-02-03T15:15:06.627617
"Dubai, United Arab Emirates",560.0,2026-05-22,2026-05-25,Weekend,May,Gulf Air,1,2026-02-03T15:15:06.627622
"Kyoto, Japan",467.0,2026-05-08,2026-05-10,Weekend,May,Peach Aviation and Scoot,0,2026-02-03T15:15:06.627627
"Chiang Mai, Thailand",282.0,2026-05-23,2026-05-25,Weekend,May,Thai Lion Air and Scoot,1,2026-02-03T15:15:06.627631
"Jaipur, India",291.0,2026-05-09,2026-05-11,Weekend,May,Air India,1,2026-02-03T15:15:06.627635
"Phuket, Thailand",159.0,2026-05-14,2026-05-18,Weekend,May,Scoot,0,2026-02-03T15:15:06.627639
"Seoul, South Korea",323.0,2026-05-07,2026-05-11,Weekend,May,Scoot and Vietjet,1,2026-02-03T15:15:06.627643
"Goa, India",261.0,2026-05-07,2026-05-11,Weekend,May,Air India and Air India Express,1,2026-02-03T15:15:06.627647
"Beijing, China",405.0,2026-05-22,2026-05-24,Weekend,May,Cathay Pacific,1,2026-02-03T15:15:06.627651
"Osaka, Japan",467.0,2026-05-08,2026-05-10,Weekend,May,Peach Aviation and Scoot,0,2026-02-03T15:15:06.627655
"Shanghai, China",291.0,2026-05-01,2026-05-04,Weekend,May,Spring,0,2026-02-03T15:15:06.627659
"Bengaluru, India",201.0,2026-05-01,2026-05-03,Weekend,May,Air India and Air India Express,1,2026-02-03T15:15:06.627664
"Hạ Long Bay, Vietnam",208.0,2026-05-07,2026-05-10,Weekend,May,Scoot and Vietjet,0,2026-02-03T15:15:06.627668
"Abu Dhabi, United Arab Emirates",560.0,2026-05-22,2026-05-25,Weekend,May,Gulf Air,1,2026-02-03T15:15:06.627672
